Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:     -1, rd_minus:   3230, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  12910, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 4948 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1958, rd_minus:   1964, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 4949 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1476, rd_minus:   1506, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4950 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1658, rd_minus:   1740, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 4951 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2524, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 4952 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  15092, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 4953 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2008, rd_minus:   2194, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 4954 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  11044, rd_minus:  15256, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 4955 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1580, rd_minus:   1496, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 4956 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    534, rd_minus:    648, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 4957 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    330, rd_minus:    368, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4958 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    158, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 4959 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    388, rd_minus:    398, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 4960 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    466, rd_minus:    430, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 4961 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    290, rd_minus:    322, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 4962 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    308, rd_minus:    362, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4963 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    270, rd_minus:    250, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 4964 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2194, rd_minus:   2140, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 4965 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    516, rd_minus:    432, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4966 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    148, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 4967 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8642, rd_minus:  11092, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 4968 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1660, rd_minus:   1642, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 4969 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4420, rd_minus:   4354, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 4970 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4440, rd_minus:   4314, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4971 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  17486, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 4972 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  16790, rd_minus:  16912, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 4973 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4502, rd_minus:   3962, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 4974 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  13230, rd_minus:  13002, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4975 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2618, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 4976 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  15812, rd_minus:  15158, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4977 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  19214, rd_minus:  19422, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4978 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  19136, rd_minus:  20062, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 4979 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4624, rd_minus:   4482, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4980 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7980, rd_minus:   6698, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4981 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3914, rd_minus:   3684, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4982 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3196, rd_minus:   3064, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 4983 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  19646, rd_minus:  18586, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4984 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2940, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 4985 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4686, rd_minus:   4426, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 4986 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9858, rd_minus:  11178, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 4987 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3814, rd_minus:   3554, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4988 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8508, rd_minus:   9036, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 4989 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1930, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 4990 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4164, rd_minus:   5090, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 4991 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1940, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 4992 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1966, rd_minus:   1910, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4993 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1656, rd_minus:   1932, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4994 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2122, rd_minus:   2164, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 4995 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4556, rd_minus:   3952, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 4996 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3204, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 4997 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4724, rd_minus:   5736, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 4998 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4274, rd_minus:   4454, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 4999 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    842, rd_minus:    942, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5000 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4250, rd_minus:   5300, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5001 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3732, rd_minus:   4024, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5002 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3860, rd_minus:   7206, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5003 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4240, rd_minus:   4454, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5004 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  11462, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5005 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8568, rd_minus:   8812, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5006 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2402, rd_minus:   2594, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5007 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    222, rd_minus:    214, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5008 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    454, rd_minus:    316, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5009 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3432, rd_minus:   2628, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5010 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3104, rd_minus:   3012, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5011 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4428, rd_minus:   5088, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5012 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2432, rd_minus:   2470, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5013 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  19394, rd_minus:  20102, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5014 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3896, rd_minus:   3634, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5015 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  23136, rd_minus:  24518, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5016 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8044, rd_minus:   8394, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5017 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3202, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5018 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   9842, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5019 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2252, rd_minus:   2470, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5020 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5378, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5021 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5088, rd_minus:   5076, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5022 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8882, rd_minus:   8476, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5023 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3568, rd_minus:   3306, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5024 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  13618, rd_minus:  14076, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5025 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2652, rd_minus:   3054, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5026 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4524, rd_minus:   4120, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5027 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5412, rd_minus:   5200, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5028 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2664, rd_minus:   4060, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5029 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    190, rd_minus:    216, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5030 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    398, rd_minus:    630, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5031 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3556, rd_minus:   3316, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5032 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2884, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5033 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2528, rd_minus:   3148, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5034 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  26188, rd_minus:  27388, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5035 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    290, rd_minus:    288, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5036 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7314, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5037 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  13458, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5038 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6490, rd_minus:   6664, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5039 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7910, rd_minus:   7448, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5040 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4384, rd_minus:   4296, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5041 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  22154, rd_minus:  19962, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5042 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  18324, rd_minus:  19046, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5043 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  18994, rd_minus:  18694, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5044 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8800, rd_minus:   8732, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5045 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    694, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5046 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  27246, rd_minus:  24720, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5047 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    806, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5048 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  25056, rd_minus:  23532, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5049 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  15764, rd_minus:  11964, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5050 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  11722, rd_minus:  12136, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5051 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7540, rd_minus:   7538, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5052 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5958, rd_minus:   6380, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5053 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4288, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5054 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6452, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5055 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    956, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5056 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    914, rd_minus:    798, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5057 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  14644, rd_minus:  16458, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5058 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9766, rd_minus:   9736, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5059 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  13658, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5060 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5430, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5061 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7992, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5062 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   8130, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5063 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  15772, rd_minus:  15580, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5064 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    596, rd_minus:    650, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5065 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  15432, rd_minus:  15668, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5066 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8836, rd_minus:   7294, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5067 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6884, rd_minus:   8036, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5068 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4420, rd_minus:   4350, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5069 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7466, rd_minus:  12060, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5070 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4220, rd_minus:   4262, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5071 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1560, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5072 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4040, rd_minus:   3448, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5073 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5196, rd_minus:   5130, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5074 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4698, rd_minus:   4660, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5075 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7494, rd_minus:   7516, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5076 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  20294, rd_minus:  16004, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5077 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2028, rd_minus:   1920, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5078 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3996, rd_minus:   7208, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5079 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10474, rd_minus:  10088, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5080 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    172, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5081 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2108, rd_minus:   2036, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5082 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3842, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5083 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10194, rd_minus:  10390, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5084 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10854, rd_minus:  11300, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5085 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2020, rd_minus:   1910, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5086 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  21032, rd_minus:  21228, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5087 / 83886104, payload_bits 83886080, end_bits 24
