Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:  19390, rd_minus:  19368, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2344, rd_minus:   1822, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1253 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1458, rd_minus:   1498, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1254 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2496, rd_minus:   1800, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1255 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2346, rd_minus:   2662, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1256 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1320, rd_minus:    924, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1257 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1262, rd_minus:   1262, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1258 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3088, rd_minus:   3362, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1259 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2618, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1260 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1010, rd_minus:    908, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1261 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    114, rd_minus:    114, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1262 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     86, rd_minus:     86, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1263 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2364, rd_minus:   1508, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1264 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    106, rd_minus:    102, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1265 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4224, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1266 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2768, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1267 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3238, rd_minus:   8124, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1268 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2122, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1269 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1396, rd_minus:   1244, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1270 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8826, rd_minus:   9170, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1271 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    768, rd_minus:    756, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1272 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1588, rd_minus:   2640, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1273 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2504, rd_minus:   3032, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1274 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4352, rd_minus:   7244, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1275 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2516, rd_minus:   2516, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1276 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2526, rd_minus:   2502, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1277 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2586, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1278 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2756, rd_minus:   2688, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1279 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2070, rd_minus:   2060, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1280 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1628, rd_minus:   1658, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1281 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1492, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1282 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2672, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1283 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2802, rd_minus:   2048, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1284 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1508, rd_minus:   1432, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1285 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3902, rd_minus:   4178, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1286 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    134, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1287 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2050, rd_minus:   2636, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1288 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1742, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1289 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    106, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1290 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    278, rd_minus:    420, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1291 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4308, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1292 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    162, rd_minus:    200, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1293 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3094, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1294 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    198, rd_minus:    218, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1295 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4478, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1296 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2454, rd_minus:   2704, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1297 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6806, rd_minus:   8564, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1298 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4618, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1299 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4428, rd_minus:   4396, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1300 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7630, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1301 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6528, rd_minus:   6500, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1302 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2274, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1303 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5216, rd_minus:   5952, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1304 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2108, rd_minus:   2132, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1305 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3634, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1306 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    256, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1307 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    230, rd_minus:    238, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1308 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3840, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1309 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    200, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1310 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    260, rd_minus:    624, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1311 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3482, rd_minus:   3412, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1312 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1620, rd_minus:   1882, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1313 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3564, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1314 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    312, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1315 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    150, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1316 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2980, rd_minus:   2096, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1317 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1968, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1318 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4714, rd_minus:   5136, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1319 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8646, rd_minus:   4696, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1320 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5968, rd_minus:   5448, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1321 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3944, rd_minus:   3904, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1322 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1240, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1323 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5942, rd_minus:   6292, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1324 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    274, rd_minus:    180, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1325 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    312, rd_minus:    224, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1326 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1552, rd_minus:   1636, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1327 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4828, rd_minus:   4868, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1328 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2404, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1329 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4078, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1330 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3088, rd_minus:   3080, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1331 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3264, rd_minus:   3032, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1332 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4704, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1333 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2402, rd_minus:   2324, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1334 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4556, rd_minus:   5504, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1335 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4554, rd_minus:   3786, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1336 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4492, rd_minus:   3740, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1337 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    378, rd_minus:    298, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1338 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    348, rd_minus:    212, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1339 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4238, rd_minus:   5118, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1340 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    356, rd_minus:    278, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1341 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    282, rd_minus:    302, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1342 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4700, rd_minus:   7732, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1343 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    142, rd_minus:    144, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1344 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    360, rd_minus:    538, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1345 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6120, rd_minus:   4074, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1346 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4970, rd_minus:   4468, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1347 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3544, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1348 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    896, rd_minus:    960, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1349 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2052, rd_minus:   2590, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1350 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1364, rd_minus:   4138, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1351 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3782, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1352 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2620, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1353 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2280, rd_minus:   2246, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1354 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2052, rd_minus:   2162, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1355 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1704, rd_minus:   1822, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1356 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7108, rd_minus:   9974, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1357 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3892, rd_minus:   5652, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1358 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2670, rd_minus:   2262, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1359 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5740, rd_minus:   5184, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1360 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    234, rd_minus:    252, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1361 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4448, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1362 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2250, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1363 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1408, rd_minus:   1480, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1364 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1888, rd_minus:   1848, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1365 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    142, rd_minus:    142, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1366 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    214, rd_minus:    190, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1367 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3874, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1368 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    742, rd_minus:    802, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1369 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4216, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1370 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3678, rd_minus:   3300, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1371 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2876, rd_minus:   6792, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1372 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    888, rd_minus:    868, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1373 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    704, rd_minus:   4076, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1374 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4090, rd_minus:   4056, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1375 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3692, rd_minus:   4758, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1376 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3808, rd_minus:   3572, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1377 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5644, rd_minus:   4044, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1378 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1912, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1379 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:     98, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1380 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    120, rd_minus:    134, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1381 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1946, rd_minus:   1690, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1382 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3544, rd_minus:   3832, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1383 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5096, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1384 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1548, rd_minus:   1548, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1385 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1828, rd_minus:   1838, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1386 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5252, rd_minus:   7404, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1387 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    112, rd_minus:     88, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1388 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     76, rd_minus:     64, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1389 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     88, rd_minus:     90, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1390 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     82, rd_minus:    108, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1391 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2630, rd_minus:   2640, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1392 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2352, rd_minus:   2352, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1393 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2298, rd_minus:   2298, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1394 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2296, rd_minus:   2324, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1395 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2450, rd_minus:   2438, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1396 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2218, rd_minus:   2230, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1397 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4680, rd_minus:   4732, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1398 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3680, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1399 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1416, rd_minus:   1762, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1400 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2114, rd_minus:   2152, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1401 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4582, rd_minus:   3970, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1402 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2996, rd_minus:   3264, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1403 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3914, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1404 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7168, rd_minus:   7210, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1405 / 2072, payload_bits 2048, end_bits 24
